,Path,Canonical,Transcript
2658,TPA_Nu_6_S0009_29,i _5a d u Nm _5a l a _2 i _5a a _1 G a _2 tS o Nm _5a ts_ O _1 l a _2 m i J _2 r 7_X t _5b k wp a n _1 tS O_X Nm _6a v a _2 i _5a s e _1 G a _2 tS o Nm _5a S a j _1 x ie n _5a z a_X j _6a z o _4 t 7_X t _5b k a _3,i _5a d u Nm _5a l a _2 i _5a a _1 G a _2 tS o Nm _5a ts_ O _1 l a _2 m i J _2 r 7_X t _5b k wp a n _1 tS O_X Nm _6a v a _2 i _5a s e _1 G a _2 tS o Nm _5a S a j _1 x ie n _5a z a_X j _6a z o _4 t 7_X t _5b k a _3
2659,THA_Nu_6_S00042_88,ts_ i _6a tS a _2 z o _4 ts_ i _6a tS a _2 d a _4 z o _4 b E _5a J E _2 t_h i _2 k o _1 ts_ e _1 d O _5a,ts_ i _6a tS a _2 z o _4 ts_ i _6a tS a _2 d a _4 z o _4 b E _5a J E _2 t_h i _2 k o _1 ts_ e _1 d O _5a
2660,NMA_7_NU_S0002_34,v i _2 7 _3 r M N _2 v a_X N _5a v E _3,v i _2 7 _3 r M N _2 v a_X N _5a v E _3
2661,NT_7_NAM_S0009_50,k a w _5a J ie w _2 m M w _1 k e _5a N o j _2 tS O_X Nm _1 l wp 7_X n _6a b a n _2,k a w _5a J ie w _2 m M w _1 k e _5a N o j _2 tS O_X Nm _1 l wp 7_X n _6a b a n _2
2662,ĐNK_7_NU_S0048_37,h wp a _1 x wp E _1 S a_X p _5b n 7 j _1 n 7 j _1,h wp a _1 x wp E _1 S a_X p _5b n 7 j _1 n 7 j _1
2663,PTL_7_NU_S0008_19,d O _5a l a _2 k O n _1 G 7_X w _5a t u j _5a ts_ uo t _6b t u j _5a,d O _5a l a _2 k O n _1 G 7_X w _5a t u j _5a ts_ uo t _6b t u j _5a
2664,NNM_Nu_6_S00045_105,E_X J _1 n O _5a n O j _5a b E n _2 b a w _3 k a _5a S 7_X w _5a E_X J _1 k e w _1 h u _1 h u _1 t_h i _2 ts_ a_X N _3 k O _5a dZ i _2 d a N _5a S 7 _6a,E_X J _1 n O _5a n O j _5a b E n _2 b a w _3 k a _5a S 7_X w _5a E_X J _1 k e w _1 h u _1 h u _1 t_h i _2 ts_ a_X N _3 k O _5a dZ i _2 d a N _5a S 7 _6a
2665,NMA_7_NU_S0002_27,n e n _1 z a _1 v O j _1 r 7_X t _5b z a_X j _2,l e n _1 z a _1 v O j _1 r 7_X t _5b z a_X j _2
2666,PTL_7_NU_S0008_79,J M N _1 x o Nm _1 f a j _3 k O n _1 v 7_X t _6b J O _3 n a w _2 k u Nm _4 d M7 k _6b b e _5a,J M N _1 x o Nm _1 f a j _3 k O n _1 v 7_X t _6b J O _3 n a w _2 k u Nm _4 d M7 k _6b b e _5a
2667,TTD_7_NAM_S0001_61,k O n _2 b 7_X j _1 dZ 7 _2 ts_ u Nm _5a m i J _2 k u Nm _2 d O_X kp _6b b a j _2 b o _2 k 7_X w _1 t u Nm _1 k E_X J _5a J E _5a,k O n _2 b 7_X j _1 dZ 7 _2 ts_ u Nm _5a m i J _2 k u Nm _2 d O_X kp _6b b a j _2 b o _2 k 7_X w _1 t u Nm _1 k E_X J _5a J E _5a
2668,TPA_Nu_6_S0009_24,S a_X w _1 x i _1 ts_ u Nm _5a m i J _2 d O_X kp _6b s O_X Nm _1 b a j _2 t_h i _2 b a n _6a h a_X j _4 ts_ O _1 t 7 _5a b ie t _5b J M N _4 i _5a n a w _2 d u Nm _5a d a_X N _1 J E _5a,s a_X w _1 x i _1 ts_ u Nm _5a m i J _2 d O_X kp _6b s O_X Nm _1 b a j _2 t_h i _2 b a n _6a h a_X j _4 ts_ O _1 t 7 _5a b ie t _5b J M N _4 i _5a n a w _2 d u Nm _5a d a_X N _1 J E _5a
2669,PTL_7_NU_S0008_153,k a j _5a v O j _2 n O _5a k uo n _5a d o _3 J a _2 d o _3 k 7_X j _1,k a j _5a v O j _2 n O _5a k uo n _5a d o _3 J a _2 d o _3 k 7_X j _1
2670,TTD_7_NAM_S0001_124,t 7 _5a k O _5a E_X J _1 ts_ i _6a M _2,t 7 _5a k O _5a E_X J _1 ts_ i _6a M _2
2671,THA_Nu_6_S00042_144,l u kp _5b m E _6a z e _1 d i _1 k ie m _5a t_h M k _5b a_X n _1,l u kp _5b m E _6a z e _1 d i _1 k ie m _5a t_h M k _5b a_X n _1
2672,HYT_Nu_6_S0005_74,n a N _2 t ie n _1 k O _5a k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b t_h M _5a m a _2 n a N _2 m uo n _5a,n a N _2 t ie n _1 k O _5a k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b t_h M _5a m E _6a n a N _2 m uo n _5a
2673,NMA_7_NU_S0002_147,ts_ i w _6a,ts_ i w _6a
2674,THA_7_NU_S0043_140,k 7_X w _6a ts_ O _1 t 7 _5a b ie t _5b,k 7_X w _6a ts_ O _1 t 7 _5a b ie t _5b
2675,PTT_7_NU_S0041_152,t_h i _2 t_h e _5a t_h i _2 S a w _1 k 7_X w _6a t_h i k _5b m uo _2 h E _2,t_h i _2 t_h e _5a t_h i _2 S a w _1 k 7_X w _6a t_h i k _5b m uo _2 h E _2
2676,TTD_7_NAM_S0001_111,n O _5a r 7_X t _5b z e _4 t_h M7 N _1 v a _2 d a N _5a ie w _1,l O _5a r 7_X t _5b z e _4 t_h M7 N _1 v a _2 d a N _5a ie w _1
2677,ĐNK_7_NU_S0048_132,d O _5a l a _2 ts_ i m _1 S 7_X w _1,d O _5a l a _2 ts_ i m _1 S 7_X w _1
2678,THA_Nu_6_S00042_163,E_X J _1 t_h 7_X t _6b l a _2 d o kp _6b a k _5b,E_X J _1 t_h 7_X t _6b l a _2 d o kp _6b a k _5b
2679,MK_7_NU_S0007_38,k O n _1 t a_X m _2 a_X n _1 z 7_X w _1,k O n _1 t a_X m _2 a_X n _1 z 7_X w _1
2680,TTT_Nu_6_S00049_52,k O _5a b a _1 E_X J _1 E m _1 l 7 n _6a,k O _5a b a _1 E_X J _1 E m _1 l 7 n _6a
2681,LXT_Nam_6_S0008_28,b e _1 l u _4 G a _2 m a j _5a v o _4 N M k _6b d i _1 d i _1 l a j _6a l a j _6a,b e _1 l u _4 G a _2 m a j _5a v o _4 N M k _6b d i _1 d i _1 l a j _6a l a j _6a
2682,NTM_Nam_6_S00010_28,k O _5a d e p _6b b E_X J _5a ts_ M N _1,k O _5a d e p _6b b E_X J _5a ts_ M N _1
2683,PTT_7_NU_S0041_22,s wp 7_X n _1 l a m _2 ts_ O _1 k 7_X j _1 l a _5a t M7 j _1 t o t _5b,s wp 7_X n _1 l a m _2 ts_ O _1 k 7_X j _1 l a _5a t M7 j _1 t o t _5b
2684,HYT_Nu_6_S0005_123,k a _5a m a_X N _1 l O _1 l a_X N _5a l a_X m _5a,k a _5a m a_X N _1 l O _1 l a_X N _5a l a_X m _5a
2685,NHM_7_NU_S0006_58,m uo _2 n a_X j _2 N M7 j _2 l a N _2 t o j _1 G O j _6a l a _2 m uo _2 n M7 k _5b n o j _3 x o Nm _1 a j _1 G O j _6a l a _2 m uo _2 n M7 k _5b l u _4 v i _2 n M7 k _5b l e n _1 h ie n _2 h wp a _2 x o Nm _1 z M _4 z o j _6a J M _1 J M N _4 n 7 j _1 x a k _5b,m uo _2 l a_X j _2 N M7 j _2 l a N _2 t o j _1 G O j _6a l a _2 m uo _2 l M7 k _5b l o j _3 x o Nm _1 a j _1 G O j _6a l a _2 m uo _2 l M7 k _5b l u _4 v i _2 l M7 k _5b l e n _1 h ie n _2 h wp a _2 x o Nm _1 z M _4 z o j _6a J M _1 J M N _4 n 7 j _1 x a k _5b
2686,NMA_7_NU_S0002_131,ts_ i n _5a k O_X Nm _1 d uo j _1 G a _2,ts_ i n _5a k O_X Nm _1 d uo j _1 G a _2
2687,THA_7_NU_S0043_127,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2
2688,TPA_Nu_6_S0009_39,G a _2 tS o Nm _5a S 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b,G a _2 tS o Nm _5a S 7 _6a h e t _5b h o n _2 ts_ a_X j _6a m 7_X t _5b
2689,LXT_Nam_6_S0008_92,d a N _1 b a_X j _1 v o j _6a,d a N _1 b a_X j _1 v o j _6a
2690,NMA_7_NU_S0002_64,h wp a _1 m a j _1 dZ 7_X n _6a z a t _5b v a N _2,h wp a _1 m a j _1 dZ 7_X n _6a z a t _5b v a N _2
2691,NMA_7_NU_S0002_172,v e _2 v e _2 k wp e _1,v e _2 v e _2 k wp e _1
2692,NDBA_7_NAM_S0010_48,n O _5a k O _5a m o t _6b m a_X t _5b tS O n _2 J M _1 h O n _2 b i _1,n O _5a k O _5a m o t _6b m a_X t _5b tS O n _2 J M _1 h O n _2 b i _1
2693,NMA_7_NU_S0002_36,k O _5a d uo j _1 l a m _2 d o _2 ts_ 7 j _1,k O _5a d uo j _1 l a m _2 d o _2 ts_ 7 j _1
2694,NMA_7_NU_S0002_97,t_h ie n _1 N a _1 m E _6a k O_X Nm _4 k O n _1 tS e n _1 l M N _1 b 7 j _1 d i _1 d 7_X j _1 d i _1 d O _5a,t_h ie n _1 N a _1 m E _6a k O_X Nm _4 k O n _1 tS e n _1 l M N _1 b 7 j _1 d i _1 d 7_X j _1 d i _1 d O _5a
2695,PTL_7_NU_S0008_157,tS wp ie n _6a m o t _6b b a j _2 t_h 7 _1 b a j _2 b a w _5a t_h 7_X t _6b h a_X j _1,tS wp ie n _6a m o t _6b b a j _2 t_h 7 _1 b a j _2 b a w _5a t_h 7_X t _6b h a_X j _1
2696,NNM_Nu_6_S00045_55,x ie n _5a v E_X k _5b J a _2 b u Nm _1 r a _1,x ie n _5a v E_X k _5b J a _2 b u Nm _1 r a _1
2697,NNM_Nu_6_S00045_18,k a _5a m 7_X p _6b 7 _3 t i _1 v i _1 m a _2,k a _5a m 7_X p _6b 7 _3 t i _1 v i _1 m a _2
2698,NHM_7_NU_S0006_83,n M7 k _5b tS O_X Nm _1 a w _1 h o _2,n M7 k _5b tS O_X Nm _1 a w _1 h o _2
2699,NHM_7_NU_S0006_16,t_h 7_X n _2 dZ O _5a dZ 7_X n _6a z M _4 l o Nm _2 l o n _6a S uo t _5b d e m _1 J M N _1 x o Nm _1 t_h e _3 s o _1 d o _3 N o j _1 J a _2,t_h 7_X n _2 dZ O _5a dZ 7_X n _6a z M _4 l o Nm _2 l o n _6a s uo t _5b d e m _1 J M N _1 x o Nm _1 t_h e _3 s o _1 d o _3 N o j _1 J a _2
2700,CNBA_Nu_6_S0003_54,d e n _5a l M7 t _6b k u n _5a n O _5a l M7 t _5b J M _1 m uo _5a l M7 n _6a,d e n _5a l M7 t _6b k u n _5a l O _5a l M7 t _5b J M _1 m uo _5a l M7 n _6a
2701,THA_7_NU_S0043_4,t_h 7_X j _2 m i m _3 k M7 j _2,t_h 7_X j _2 m i m _3 k M7 j _2
2702,NDBA_7_NAM_S0010_105,d 7_X j _1 l a _2 r uo N _6a k uo _3 a j _1,d 7_X j _1 l a _2 z uo N _6a k uo _3 a j _1
2703,THA_Nu_6_S00042_42,k ie n _5a d a _4 k M w _5a b o _2 k 7_X w _1 J M _1 t_h e _5a n a w _2,k ie n _5a d a _4 k M w _5a b o _2 k 7_X w _1 J M _1 t_h e _5a n a w _2
2704,MK_7_NU_S0007_63,t 7 _5a d O_X kp _6b b a j _2 n a_X j _2,t 7 _5a d O_X kp _6b b a j _2 n a_X j _2
2705,LXT_Nam_6_S0008_13,ts_ i _6a d a _4 ts_ O _1 b O n _6a tS E _3 a_X n _1 ts_ M7 _1,ts_ i _6a d a _4 ts_ O _1 b O n _6a tS E _3 a_X n _1 ts_ M7 _1
2706,TTT_Nu_6_S00049_10,m a _5a 7_X m _5a k wp a _5a,m a _5a 7_X m _5a k wp a _5a
2707,NNM_Nu_6_S00045_89,S a_X w _1 d 7_X j _1 m i J _2 S E _4 k e _3 ts_ O _1 b a n _6a N E _1 b a j _2 ts_ u _5a t_h O _3 t_h o Nm _1 m i J _1,S a_X w _1 d 7_X j _1 m i J _2 S E _4 k e _3 ts_ O _1 b a n _6a N E _1 b a j _2 ts_ u _5a t_h O _3 t_h o Nm _1 m i J _1
2708,ĐNK_7_NU_S0048_79,J M N _4 k O n _1 ts_ i m _1 k 7 _1 k 7 _1 b u kp _5b m i J _2 d O _3 ts_ O t _5b v a _2 J O _3 J M _1 k wp a _3 7 t _5b,J M N _4 k O n _1 ts_ i m _1 k 7 _1 k 7 _1 b u kp _5b m i J _2 d O _3 ts_ O t _5b v a _2 J O _3 J M _1 k wp a _3 7 t _5b
2709,NMA_7_NU_S0002_138,o _2 d 7_X j _1 dZ o Nm _5a k wp a _5a,o _2 d 7_X j _1 dZ o Nm _5a k wp a _5a
2710,TPA_Nu_6_S0009_41,d e _3 t 7 _5a d O_X kp _6b l a j _6a J E _5a,d e _3 t 7 _5a d O_X kp _6b l a j _6a J E _5a
2711,TPA_Nu_6_S0009_96,ts_ i _6a b a _1 7 j _1 ts_ i _6a m E _6a m E _6a ts_ i _6a d a N _1 o m _5a d 7_X j _5a,ts_ i _6a b a _1 7 j _1 ts_ i _6a m E _6a m E _6a ts_ i _6a d a N _1 o m _5a d 7_X j _5a
2712,NTM_Nam_6_S00010_52,k a j _5a k a j _5a l ie m _2 k a_X t _5b l a _5a,k a j _5a k a j _5a l ie m _2 k a_X t _5b l a _5a
2713,NT_7_NAM_S0009_1,N a_X j _2 s M7 _1 l wp a j _2 N M7 j _2 ts_ M7 _1 b ie t _5b l a m _2 J a _2 f a j _3 7 _3 h a N _1 n u j _5a,N a_X j _2 s M7 _1 l wp a j _2 N M7 j _2 ts_ M7 _1 b ie t _5b l a m _2 J a _2 f a j _3 7 _3 h a N _1 l u j _5a
2714,NHM_7_NU_S0006_179,t_h 7_X j _5a v 7_X j _6a m E w _2 k E w _5a k 7_X w _6a ts_ u _3 r a _1 h o _2 n O j _5a,t_h 7_X j _5a v 7_X j _6a m E w _2 k E w _5a k 7_X w _6a ts_ u _3 r a _1 h o _2 l O j _5a
2715,PTL_7_NU_S0008_30,m E w _2 S M _1 t M _3,m E w _2 s M _1 t M _3
2716,HYT_Nu_6_S0005_13,t 7 _5a d O_X kp _6b b a j _2 ts_ uo t _6b u t _5b h a j _1 J E _5a,t 7 _5a d O_X kp _6b b a j _2 ts_ uo t _6b u t _5b h a j _1 J E _5a
2717,NMA_7_NU_S0002_219,t a _1 S E _4 d M7 _1 n a_X m _1 m M7 j _1 k O n _1 s uo N _5a b ie n _3 n a N _2 d M7 _1 n a_X m _1 m M7 j _1 k O n _1 l e n _1 n u j _5a ts_ ie _1 J a_X w _1 dZ M7 _4,t a _1 S E _4 d M7 _1 l a_X m _1 m M7 j _1 k O n _1 s uo N _5a b ie n _3 l a N _2 d M7 _1 n a_X m _1 m M7 j _1 k O n _1 l e n _1 n u j _5a ts_ ie _1 J a_X w _1 dZ M7 _4
2718,PTL_7_NU_S0008_64,ts_ u Nm _5a m i J _2 h a_X j _4 m a N _1 d e n _5a l 7 p _5b m o t _6b k wp ie n _3 S E_X k _5b t 7 _2 b a w _5a v ie t _5b v e _2 k a k _5b l wp a j _2 v 7_X t _6b,ts_ u Nm _5a m i J _2 h a_X j _4 m a N _1 d e n _5a l 7 p _5b m o t _6b k wp ie n _3 s E_X k _5b t 7 _2 b a w _5a v ie t _5b v e _2 k a k _5b l wp a j _2 v 7_X t _6b
2719,NNM_Nu_6_S00045_96,dZ a _3 v 7 _2 n a_X m _2 i m _1 v a _2 dZ a _3 v 7 _2 N u _3,dZ a _3 v 7 _2 n a_X m _2 i m _1 v a _2 dZ a _3 v 7 _2 N u _3
2720,NDBA_7_NAM_S0010_102,n e w _5a h O j _3 d o Nm _2 l uo _5a k uo _3 a j _1 t_h i _2 k M _5a n O j _5a l a _2 k uo _3 b a _5a t M7 k _5b J E _5a,n e w _5a h O j _3 d o Nm _2 l uo _5a k uo _3 a j _1 t_h i _2 k M _5a n O j _5a l a _2 k uo _3 b a _5a t M7 k _5b J E _5a
2721,TTD_7_NAM_S0001_53,k O n _2 J a _2 k 7_X w _6a t_h i _2 b o _5a m E _6a k 7_X w _6a ie w _1 t_h M7 N _1 k 7_X w _6a J M _1 n a w _2,k O n _2 J a _2 k 7_X w _6a t_h i _2 b o _5a m E _6a k 7_X w _6a ie w _1 t_h M7 N _1 k 7_X w _6a J M _1 n a w _2
2722,PC_7_NAM_S0004_258,t 7 _5a r 7_X t _5b v u j _1 x i _1 l a m _2 J M N _4 d ie w _2 d O _5a,t 7 _5a z 7_X t _5b v u j _1 x i _1 l a m _2 J M N _4 d ie w _2 d O _5a
2723,NT_7_NAM_S0009_22,N a w _6a N e _4 k O j _1 t_h M7 N _2 t 7_X t _5b k a _3,N a w _6a N e _4 k O j _1 t_h M7 N _2 t 7_X t _5b k a _3
2724,HYT_Nu_6_S0005_21,k O n _1 m a _2 d e n _5a G 7_X n _2 n O _5a S E _4 a_X n _1 t_h i t _6b k O n _1 d O _5a,k O n _1 m a _2 d e n _5a G 7_X n _2 n O _5a S E _4 a_X n _1 t_h i t _6b k O n _1 d O _5a
2725,NTM_Nam_6_S00010_12,t_h a_X N _2 k u _1 t_h a_X N _2 k u _1 v o _4 ts_ a j _2,t_h a_X N _2 k u _1 t_h a_X N _2 k u _1 v o _4 ts_ a j _2
2726,CNBA_Nu_6_S0003_169,b o n _5a k a _5a m a_X N _1 t i m _2 v e _2 J a _2 v a _2 G a_X p _6b m E _6a,b o n _5a k a _5a m a_X N _1 t i m _2 v e _2 J a _2 v a _2 G a_X p _6b m E _6a
2727,TTD_7_NAM_S0001_144,k O _5a E_X J _5a m a_X t _6b tS 7 j _2 h o Nm _2,k O _5a E_X J _5a m a_X t _6b tS 7 j _2 h o Nm _2
2728,NHM_7_NU_S0006_124,t_h 7_X j _5a v 7 _6a ts_ o Nm _2 ts_ a N _2 b 7_X n _6a r o n _6a l a m _2 h a j _1 t_h M _5a b E_X J _5a k wp i _5a b E n _2 r u _3 J a_X w _1 S a N _1 l a m _2 dZ u p _5b h O _6a,t_h 7_X j _5a v 7 _6a ts_ o Nm _2 ts_ a N _2 b 7_X n _6a r o n _6a l a m _2 h a j _1 t_h M _5a b E_X J _5a k wp i _5a b E n _2 r u _3 J a_X w _1 s a N _1 l a m _2 dZ u p _5b h O _6a
2729,ĐNK_7_NU_S0048_70,d a N _1 ts_ a w _1 l M7 n _6a,d a N _1 ts_ a w _1 l M7 n _6a
2730,THA_Nu_6_S0001_1,h wp a j _2 E_X J _1 7 j _1 k 7_X w _6a k O _5a t_h e _3 d O_X kp _6b b a j _2 o Nm _1 dZ a_X N _3 o Nm _1 dZ a_X N _1 ts_ O _1 t 7 _5a N E _1 d M7 k _6b x o Nm _1,h wp a j _2 E_X J _1 7 j _1 k 7_X w _6a k O _5a t_h e _3 d O_X kp _6b b a j _2 o Nm _1 dZ a_X N _3 o Nm _1 dZ a_X N _1 ts_ O _1 t 7 _5a N E _1 d M7 k _6b x o Nm _1
2731,GQM_Nam_6_S0006_52,tS e n _1 b 7 _2 l u _4 ts_ uo t _6b l u _4 ts_ uo t _6b l M7 t _5b v a n _5a n o _1 d uo _2 7_X m _2 i _4,tS e n _1 b 7 _2 l u _4 ts_ uo t _6b l u _4 ts_ uo t _6b l M7 t _5b v a n _5a n o _1 d uo _2 7_X m _2 i _4
2732,HYT_Nu_6_S0005_125,m o m _2 k a _5a m 7_X p _6b h a _5a t O _1 r a_X N _1 S a_X k _5b J O n _6a l 7 m _3 ts_ 7 m _3,m o m _2 k a _5a m 7_X p _6b h wp a _5a t O _1 r a_X N _1 S a_X k _5b J O n _6a l 7 m _3 ts_ 7 m _3
2733,THA_Nu_6_S00042_62,ts_ u Nm _5a m i J _2 k u Nm _2 d i _1 t i m _2 k ie m _5a J E _5a,ts_ u Nm _5a m i J _2 k u Nm _2 d i _1 t i m _2 k ie m _5a J E _5a
2734,NTN_7_NU_S0042_41,b uo j _3 l e _4 t_h 7_X t _6b l O_X Nm _1 tS O_X Nm _6a m i J _2 k u Nm _4 r 7_X t _5b 7_X n _5a t M7 N _6a v 7 j _5a h i J _2 E_X J _3 k a k _5b k o _1 m a_X k _6b a w _5a z a j _2 d O n _5a ts_ u Nm _5a m i J _2,b uo j _3 l e _4 t_h 7_X t _6b l O_X Nm _1 tS O_X Nm _6a m i J _2 k u Nm _4 r 7_X t _5b 7_X n _5a t M7 N _6a v 7 j _5a h i J _2 E_X J _3 k a k _5b k o _1 m a_X k _6b a w _5a z a j _2 d O n _5a ts_ u Nm _5a m i J _2
2735,GQM_Nam_6_S0006_94,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b
2736,CNBA_Nu_6_S0003_65,d e n _5a l M7 t _6b k u n _5a n O _5a l M7 t _5b J M _1 m uo _5a l M7 n _6a,d e n _5a l M7 t _6b k u n _5a n O _5a l M7 t _5b J M _1 m uo _5a l M7 n _6a
2737,NMA_7_NU_S0002_84,k O n _2 E_X J _1 l M7 _2 t_h E t _5b ts_ O _1 v a N _1 J M _1 k E n _2,k O n _2 E_X J _1 l M7 _2 t_h E t _5b ts_ O _1 v a N _1 J M _1 k E n _2
2738,THA_7_NU_S0043_17,N i _1 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a J M N _4 k 7_X w _1 h O j _3 n a_X j _2 J E _5a,N i _1 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a J M N _4 k 7_X w _1 h O j _3 n a_X j _2 J E _5a
2739,NMA_7_NU_S0002_278,i _5a t M7 N _3 S a N _5a ts_ e _5a t a_X w _2 N 7_X m _2 m M k _6b k M w _5a h o _6a,i _5a t M7 N _3 s a N _5a ts_ e _5a t a_X w _2 N 7_X m _2 m M k _6b k M w _5a h o _6a
2740,NHM_7_NU_S0006_53,m i J _2 t_h i k _5b J 7_X n _1 v 7_X t _6b t_h 7_X n _2 dZ O _5a,m i J _2 t_h i k _5b J 7_X n _1 v 7_X t _6b t_h 7_X n _2 dZ O _5a
2741,NMA_7_NU_S0002_214,t_h 7_X n _2 n O j _2 r o Nm _2 S M k _5b x wp E _3 x i _1 t_h M7 N _2 d a _4 dZ u p _5b z 7_X n _1 z ie t _6b t M _2 J ie w _2 ie w _1 k wp a j _5a,t_h 7_X n _2 n O j _2 z o Nm _2 s M k _5b x wp E _3 x i _1 t_h M7 N _2 d a _4 dZ u p _5b z 7_X n _1 z ie t _6b t M _2 J ie w _2 ie w _1 k wp a j _5a
2742,ĐNK_7_NU_S0048_127,7 j _1 b 7_X j _1 dZ 7 _2 ts_ u Nm _5a t a _1 k u Nm _2 d o _5a J a_X w _1 J E _5a,7 j _1 b 7_X j _1 dZ 7 _2 ts_ u Nm _5a t a _1 k u Nm _2 d o _5a J a_X w _1 J E _5a
2743,NMA_7_NU_S0002_275,h a_X N _2 n a_X m _1 h O_X kp _6b S i J _1 k a k _5b tS M7 N _2 t ie w _3 h O_X kp _6b tS e n _1 k a _3 n M7 k _5b d a _4 G M j _3 d e n _5a k uo k _6b t_h i _1 h a N _2 tS a_X m _1 N i n _2 b M k _5b tS E_X J _1 h wp a_X k _6b m o _1 h i J _2 t_h e _3 h ie n _6a J M N _4 i _5a t M7 N _3 S a N _5a t a w _6a r 7_X t _5b d o kp _6b d a w _5a,h a_X N _2 n a_X m _1 h O_X kp _6b s i J _1 k a k _5b tS M7 N _2 t ie w _3 h O_X kp _6b tS e n _1 k a _3 n M7 k _5b d a _4 G M j _3 d e n _5a k uo k _6b t_h i _1 h a N _2 l a_X m _1 N i n _2 b M k _5b tS E_X J _1 h wp a_X k _6b m o _1 h i J _2 t_h e _3 h ie n _6a J M N _4 i _5a t M7 N _3 S a N _5a t a w _6a z 7_X t _5b d o kp _6b d a w _5a
2744,PC_7_NAM_S0004_80,t 7 _5a t_h i k _5b d i _1 z u _1 l i k _6b 7 _3 f u _5a k uo k _5b,t 7 _5a t_h i k _5b d i _1 z u _1 l i k _6b 7 _3 f u _5a k uo k _5b
2745,ĐNK_7_NU_S0048_20,h o m _1 n a_X j _1 v e _2 m 7 _3 h o j _6a,h o m _1 n a_X j _1 v e _2 m 7 _3 h o j _6a
2746,NMA_7_NU_S0002_98,J M N _1 x o Nm _1 f a j _3 k O n _1 v 7_X t _6b J O _3 n a w _2 k u Nm _4 d M7 k _6b b e _5a,J M N _1 x o Nm _1 f a j _3 k O n _1 v 7_X t _6b J O _3 n a w _2 k u Nm _4 d M7 k _6b b e _5a
2747,CNBA_Nu_6_S0003_166,m o t _6b k a _5a m 7_X p _6b a p _5b S a t _5b k a _5a m a_X N _1,m o t _6b k a _5a m 7_X p _6b a p _5b s a t _5b k a _5a m a_X N _1
2748,ĐNK_7_NU_S0048_105,t_h E_X J _2 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 t 7 _5a,t_h E_X J _2 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 t 7 _5a
2749,ĐNK_7_NU_S0048_150,d M N _5a J i n _2 m e J _1 m o Nm _1,d M N _5a J i n _2 m e J _1 m o Nm _1
2750,NTN_7_NU_S0042_46,m o j _4 N M7 j _2 d O_X kp _6b m o t _6b l M7 t _6b k 7_X w _1,m o j _4 N M7 j _2 d O_X kp _6b m o t _6b l M7 t _6b k 7_X w _1
2751,TTD_7_NAM_S0001_69,b o _2 k 7_X w _1 d M7 k _6b k O n _1 N M7 j _2 d M7 _1 v e _2 n uo j _1 t M _2 k E_X k _5b d 7_X j _1 n a_X m _1 N i n _2 n a_X m _1,b o _2 k 7_X w _1 d M7 k _6b k O n _1 N M7 j _2 d M7 _1 v e _2 n uo j _1 t M _2 k E_X k _5b d 7_X j _1 l a_X m _1 N i n _2 l a_X m _1
2752,PTT_7_NU_S0041_120,b 7_X j _1 dZ 7 _2 t 7 _5a v 7 j _5a k 7_X w _6a k u Nm _2 x a m _5a f a _5a,b 7_X j _1 dZ 7 _2 t 7 _5a v 7 j _5a k 7_X w _6a k u Nm _2 x a m _5a f a _5a
2753,NDBA_7_NAM_S0010_94,J E_X J _1 l e n _1 k E w _3 N a j _2 ts_ e t _5b v i _2 k a m _3 l E_X J _6a,J E_X J _1 l e n _1 k E w _3 N a j _2 ts_ e t _5b v i _2 k a m _3 l E_X J _6a
2754,THA_7_NU_S0043_147,t 7 _5a l a j _6a h O j _3 k 7_X w _6a t ie p _5b J E _5a,t 7 _5a l a j _6a h O j _3 k 7_X w _6a t ie p _5b J E _5a
2755,TPA_Nu_6_S0009_184,r o j _2 e k _5b e k _5b J a_X j _3 t u m _2 s uo N _5a n M7 k _5b a _2 s uo N _5a dZ ie N _5a,r o j _2 e k _5b e k _5b J a_X j _3 t u m _2 s uo N _5a n M7 k _5b a _2 s uo N _5a dZ ie N _5a
2756,NHM_7_NU_S0006_65,d o Nm _2 r uo N _6a v M7 n _2 t M7 k _6b v a _2 k 7_X j _1 k O _3 J M _1 b ie t _5b dZ M _4 l a j _6a h a t _6b f u _2 S a _1 7 _3 k wp E_X J _1 m i J _2 n M7 k _5b l a j _6a tS O_X Nm _1 z 7_X n _2,d o Nm _2 r uo N _6a v M7 n _2 t M7 k _6b v a _2 k 7_X j _1 k O _3 J M _1 b ie t _5b dZ M _4 l a j _6a h a t _6b f u _2 s a _1 7 _3 k wp E_X J _1 m i J _2 n M7 k _5b l a j _6a tS O_X Nm _1 z 7_X n _2
